Replicon	models
RHRU002.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00004.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00004.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00005.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00005.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00006.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00006.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSE001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP002.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP002.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP002.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP002.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP002.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP002.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00007.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00007.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00007.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00007.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00007.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00008.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00008.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00009.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00009.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP003.0321.00009.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP005.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP006.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP006.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP007.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP007.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP008.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP009.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP009.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP009.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP009.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP009.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP010.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP010.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP011.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP011.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP011.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP011.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP011.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP012.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP013.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP013.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP014.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP014.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP014.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP014.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP014.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP015.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP015.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP015.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP015.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP015.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP015.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP016.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP016.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP016.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP016.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP016.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP016.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP017.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP017.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP017.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP017.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP017.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP018.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP018.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP018.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP018.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP018.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP019.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP019.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP019.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP019.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP019.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP019.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP020.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP020.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP020.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP020.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP020.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP020.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP021.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP021.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP021.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP021.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP021.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP022.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP022.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP022.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP022.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP022.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP022.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP023.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP023.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP023.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP023.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP024.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP024.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP025.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP026.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP026.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP027.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP027.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP027.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP028.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP028.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP028.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP028.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP029.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP029.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP030.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP030.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP030.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP031.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP031.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP032.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP032.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP032.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP032.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP033.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP033.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP033.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP033.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP034.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP034.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP034.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP034.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP034.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP035.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP035.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP035.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP035.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP035.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP035.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP036.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP036.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP036.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP036.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP036.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP036.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP037.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP037.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP037.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP038.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP038.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP038.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP038.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP039.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP039.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP039.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP039.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP040.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP040.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP040.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP040.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP041.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP041.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP041.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP041.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP041.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP042.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP042.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP042.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP042.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP042.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP043.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP043.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP043.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP043.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP043.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP044.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP045.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP046.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP047.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP048.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP049.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP050.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP050.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP051.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP051.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP051.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP052.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP053.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP053.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP053.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP054.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP054.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP054.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP055.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP055.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP056.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP056.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP056.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP056.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP056.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP057.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP057.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP058.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP059.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP060.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP060.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP061.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP061.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP061.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP061.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP061.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP062.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP062.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP062.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP062.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP062.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP062.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP063.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP063.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP063.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP064.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP065.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP066.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP066.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP066.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSP066.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSU001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSU001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSU001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSU001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSU001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSU001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSU001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSU001.0321.00003.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHSU001.0321.00003.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHTR001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHTR001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHTR002.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHTR002.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHTR002.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHTR002.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHVA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAF001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAF001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAK001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00002.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00003.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00003.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAM001.0321.00003.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAN001.0321.00012.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAS001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAS001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAU001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIAU001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIBE001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIBE001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIBE001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIBE001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RICA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RICA001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RICO001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIEN001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIFE001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIFE001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIFE001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIHE001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIHE001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIHE001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIHE001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIHE001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00012.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00013.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIJA001.0321.00014.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIMA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIMA001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIMO001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIMO002.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIOR001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIOR001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIOR001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIOR001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIOR001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIOR001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIOR001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIOR001.0321.00002.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIOR001.0321.00002.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIPA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIPA001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RIPE001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
