Replicon	models
ACBA002.0321.00120.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00120.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00121.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00121.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00121.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00121.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00122.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00122.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00122.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00122.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00122.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00122.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00122.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00122.P008	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00122.P009	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00124.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00124.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00124.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00125.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00125.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00125.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00125.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00126.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00126.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00126.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00127.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00127.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00128.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00128.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00128.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00128.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00129.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00129.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00129.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00130.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00131.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00131.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00131.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00131.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00132.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00133.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00133.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00135.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00136.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00137.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00138.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00139.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00140.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00140.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00141.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00141.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00141.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00142.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00142.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00142.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00143.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00143.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00143.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00143.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00143.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00143.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00143.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00143.P008	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00143.P009	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00143.P010	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00144.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00144.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00144.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00145.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00146.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00146.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00146.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00147.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00148.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00148.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00149.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00149.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00150.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00151.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00151.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00151.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00152.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00152.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00152.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00153.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00153.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00153.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00153.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00154.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00154.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00154.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00155.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00155.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00156.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00156.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00156.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00157.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00157.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00157.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00157.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00158.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00158.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00158.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00158.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00158.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00158.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00159.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00159.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00159.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00159.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00159.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00160.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00160.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00160.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00161.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00161.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00161.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00162.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00162.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00163.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00163.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00164.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00164.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00164.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00164.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00164.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00164.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00164.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00164.P008	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00164.P009	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00165.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00165.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00166.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00166.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00166.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00166.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00166.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00166.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00166.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00167.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00167.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00167.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00168.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00168.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00169.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00169.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00169.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00170.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00170.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00170.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00170.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00170.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00170.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00171.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00171.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00171.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00171.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00171.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00171.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00171.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00172.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00172.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00172.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00172.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00173.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00173.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00173.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00174.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00174.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00174.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00174.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00175.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00175.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00175.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00175.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00176.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00176.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00177.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00177.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00178.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00179.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00179.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00180.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00180.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00180.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00180.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00181.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00181.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00182.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00182.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00182.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00183.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00183.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00183.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00184.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00184.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00184.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00184.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00185.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00185.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00185.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00185.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00185.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00186.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00187.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00187.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00187.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00188.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00188.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00189.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00190.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00190.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00190.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00190.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00191.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00192.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00193.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00193.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00194.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00194.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00195.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00195.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00195.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00196.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00196.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00197.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00197.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00198.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00198.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00199.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00199.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00200.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00200.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00200.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00200.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00200.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00201.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00201.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00201.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00201.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00201.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00202.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00203.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00203.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00204.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00204.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00205.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00205.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00205.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00206.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00206.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00207.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00207.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00207.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00208.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00208.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00208.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00209.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00209.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00209.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00209.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00210.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00210.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00211.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00212.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00213.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00214.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00214.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00214.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00215.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00216.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00216.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00216.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00217.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00217.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00218.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00218.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00218.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00218.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00219.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00220.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00221.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00222.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00223.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00224.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00225.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00226.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00227.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00228.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00229.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00230.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00230.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00231.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00231.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00232.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00233.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00233.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00233.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00234.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00234.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00234.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00235.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00235.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00235.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00236.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00236.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00236.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00237.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00237.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00238.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00239.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00239.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00239.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00239.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00239.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00240.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00241.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00241.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00241.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00242.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00242.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00242.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00243.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00243.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
ACBA002.0321.00244.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
